640	70	4	874778065
640	941	5	874778095
640	580	5	874778096
640	209	5	874778154
640	189	5	874778181
640	693	5	874778207
640	663	5	874778240
640	201	4	874778240
640	96	5	874778240
640	53	4	874778274
640	239	5	874778274
640	357	5	874778274
640	214	5	874778274
640	1073	5	874778299
640	428	5	874778299
640	66	4	874778345
640	42	5	874778345
640	202	5	874778366
640	231	5	874778424
640	68	4	874778479
640	233	4	874778479
640	22	4	874778479
640	540	3	874778479
640	161	4	874778479
640	195	4	874778515
640	79	5	874778515
640	92	4	874778515
640	684	4	874778568
640	2	4	874778568
640	385	5	874778569
640	566	4	874778569
640	568	4	874778569
640	226	5	874778569
640	38	4	874778612
640	720	3	874778612
640	578	3	874778612
640	62	3	874778612
640	761	5	874778613
640	33	3	874778696
640	550	4	874778722
640	391	3	874778756
640	373	3	874778756
640	802	3	874778756
119	252	3	874780832
119	825	3	874780860
594	319	3	874780864
594	292	3	874780864
594	245	3	874780909
594	988	2	874780945
119	977	3	874780969
119	1259	3	874780996
594	19	3	874781004
594	100	4	874781004
119	254	2	874781037
119	1244	3	874781037
594	515	5	874781050
119	595	3	874781067
119	986	3	874781068
594	181	3	874781076
594	127	4	874781076
594	14	4	874781173
594	126	3	874781173
119	1153	5	874781198
119	1261	4	874781198
119	56	4	874781198
119	11	5	874781198
119	492	5	874781198
594	221	4	874781207
119	213	5	874781257
119	96	5	874781257
119	194	5	874781257
119	174	4	874781303
119	182	4	874781303
119	168	5	874781351
119	89	4	874781352
119	82	2	874781352
119	511	5	874781407
119	210	5	874781407
119	64	4	874781460
119	486	4	874781547
119	1260	5	874781547
119	655	5	874781628
119	22	4	874781698
119	382	5	874781742
119	188	4	874781742
119	1101	5	874781779
119	31	5	874781779
119	87	5	874781829
119	70	3	874781829
119	193	4	874781872
119	12	3	874781915
119	568	4	874781915
119	385	5	874781994
119	199	5	874781994
119	124	4	874781994
119	154	5	874782022
119	28	5	874782022
119	697	5	874782068
119	86	4	874782068
119	23	3	874782100
119	658	5	874782127
119	716	5	874782190
119	449	5	874782190
119	172	4	874782191
119	132	5	874782228
594	50	3	874783018
594	222	4	874783052
594	15	4	874783052
594	744	3	874783298
594	276	3	874783470
594	237	3	874784095
23	323	2	874784266
23	713	4	874784337
23	181	4	874784337
23	250	4	874784338
23	7	4	874784385
23	50	4	874784440
23	14	4	874784440
23	124	5	874784440
23	919	5	874784440
23	109	3	874784466
23	19	4	874784466
23	116	5	874784466
23	13	4	874784497
23	408	5	874784538
23	100	5	874784557
23	283	4	874784575
23	1	5	874784615
23	405	4	874784638
23	224	5	874784638
23	546	3	874784668
23	151	3	874784668
23	235	1	874784712
23	472	2	874784972
23	597	3	874785024
23	202	3	874785165
23	961	5	874785165
23	518	5	874785194
23	357	3	874785233
23	433	5	874785233
23	56	4	874785233
23	170	4	874785348
23	522	4	874785447
23	603	4	874785448
23	275	5	874785474
23	8	4	874785474
23	705	4	874785526
23	238	5	874785526
23	175	5	874785526
23	414	3	874785526
23	59	4	874785526
23	96	4	874785551
23	154	3	874785552
23	228	4	874785582
23	89	5	874785582
23	504	4	874785624
23	55	4	874785624
23	234	2	874785624
23	174	4	874785652
23	213	3	874785675
23	214	3	874785701
23	183	3	874785728
23	479	5	874785728
23	132	4	874785756
23	185	4	874785756
23	1006	3	874785809
23	32	3	874785809
23	230	4	874785809
23	171	5	874785809
23	463	4	874785843
23	209	5	874785843
23	512	5	874785843
23	642	3	874785843
23	176	3	874785843
23	172	4	874785889
23	710	4	874785889
23	83	4	874785926
23	527	4	874785926
23	652	4	874785926
23	144	3	874785926
23	79	4	874785957
23	102	3	874785957
23	367	4	874785957
23	189	5	874785985
23	98	5	874786016
23	194	4	874786016
23	418	4	874786037
23	143	3	874786066
23	99	4	874786098
23	629	4	874786098
23	134	4	874786098
23	387	3	874786098
23	204	3	874786122
23	133	4	874786220
23	95	4	874786220
23	145	3	874786244
276	258	5	874786337
276	300	4	874786338
276	294	4	874786366
276	328	4	874786366
276	322	3	874786392
276	288	4	874786392
276	323	3	874786392
276	324	4	874786419
276	325	3	874786419
276	358	3	874786419
276	678	3	874786419
23	153	4	874786438
276	260	3	874786439
913	4	4	874786460
23	385	4	874786462
276	408	5	874786467
276	298	5	874786467
276	508	5	874786467
276	919	4	874786467
276	181	5	874786488
23	423	3	874786488
23	211	4	874786512
23	70	2	874786513
276	273	4	874786517
276	7	5	874786517
276	628	4	874786538
276	117	4	874786568
276	127	5	874786568
276	151	5	874786568
276	546	3	874786568
276	1	5	874786568
276	276	4	874786605
276	547	4	874786605
276	100	5	874786605
276	284	4	874786605
276	249	4	874786632
276	591	3	874786632
276	696	2	874786632
276	471	4	874786657
276	123	4	874786657
276	257	4	874786657
594	357	4	874786664
594	520	4	874786664
276	246	4	874786686
276	147	4	874786686
276	410	4	874786686
276	25	4	874786686
276	109	4	874786686
276	293	4	874786686
594	483	3	874786695
276	240	4	874786713
276	455	4	874786713
276	1016	3	874786713
276	235	4	874786734
23	203	4	874786746
276	742	4	874786756
276	475	5	874786756
276	237	5	874786756
23	511	5	874786770
23	421	5	874786770
276	250	4	874786784
276	685	4	874786784
276	1010	3	874786784
23	28	3	874786793
276	845	4	874786807
276	823	3	874786807
276	411	4	874786807
276	406	2	874786831
276	473	4	874786831
276	290	4	874786854
276	458	4	874786854
276	225	3	874786854
276	125	4	874786876
276	1129	4	874786876
23	62	3	874786880
276	121	4	874786897
276	840	3	874786897
23	747	3	874786903
276	108	3	874786924
276	3	3	874786924
276	148	3	874786924
276	150	4	874786924
23	196	2	874786926
276	974	2	874786945
23	162	3	874786950
276	118	3	874786964
23	528	4	874786974
23	195	4	874786993
276	825	3	874787006
276	252	3	874787006
23	73	3	874787016
23	161	2	874787017
276	1028	3	874787044
276	405	3	874787044
23	155	3	874787059
276	281	3	874787065
276	993	3	874787065
23	449	2	874787083
276	977	2	874787090
276	1245	3	874787091
276	472	3	874787109
23	215	2	874787116
